date,user_id,age,mood,anxiety,energy,burnout,journal_entry,sleep,refreshed_after_sleep,steps_taken,water_intake,caffeine_intake,work_hours,outfit_type,music_genre,music_volume,music_time,on_period_today,cycle_phase,symptoms_experienced,major_event_log
2025-03-23,user_085,53,7,6,6,Drained,,11.8,Yes,<2000,<1L,2 cups,5–8 hrs,Formal (workwear),Bollywood,Low (background),Night,No,No clue,None,
2025-03-24,user_085,53,9,7,8,Drained,,7.2,Yes,8000+,2.5L+,None,2–5 hrs,Athletic/Activewear,Happy Vibey pop,Low (background),Afternoon,No,No clue,None,
2025-03-25,user_085,53,9,3,1,Not at all,,4.9,Yes,5000–8000,1–1.5L,3+ cups,8+ hrs,"Casual (jeans, tee)","EDM, Happy Vibey pop",Low (background),Night,No,No clue,None,
2025-03-26,user_085,53,9,4,7,Full-on burnout,,11.7,Kind of,<2000,2.5L+,None,<2 hrs,"Comfy (PJs, oversized)","Western classical, Lofi",Loud,Morning,No,No clue,None,
2025-03-27,user_085,53,3,1,7,Full-on burnout,,8.9,No,<2000,2.5L+,1 cup,8+ hrs,"Comfy (PJs, oversized)","Rock, Other",Medium,Morning,No,No clue,None,
2025-03-28,user_085,53,4,3,10,Full-on burnout,,9.5,Yes,2000–5000,<1L,1 cup,8+ hrs,Formal (workwear),None,Loud,Night,No,No clue,None,
2025-03-29,user_085,53,5,2,9,Full-on burnout,,10.3,Kind of,2000–5000,2.5L+,None,<2 hrs,Formal (workwear),"Sad Pop, Dance music",Loud,Night,No,No clue,None,Attended a social event
2025-03-30,user_085,53,9,6,10,Full-on burnout,,9.7,No,5000–8000,1–1.5L,3+ cups,2–5 hrs,Formal (workwear),None,Low (background),Night,No,No clue,None,
2025-03-31,user_085,53,2,3,7,Not at all,,1.1,No,8000+,1.5–2.5L,None,8+ hrs,Formal (workwear),None,Medium,Night,No,No clue,None,
2025-04-01,user_085,53,4,4,4,Mild tiredness,,3.8,No,8000+,2.5L+,1 cup,8+ hrs,"Casual (jeans, tee)",None,Medium,Afternoon,No,No clue,None,
2025-04-02,user_085,53,8,9,1,Full-on burnout,A bit tired.,11.2,Kind of,8000+,2.5L+,1 cup,2–5 hrs,"Comfy (PJs, oversized)",None,Medium,Night,No,No clue,None,
2025-04-03,user_085,53,9,1,9,Full-on burnout,,3.4,Yes,8000+,<1L,None,2–5 hrs,Athletic/Activewear,None,Loud,Morning,No,No clue,None,None
2025-04-04,user_085,53,7,4,6,Not at all,,0.0,Kind of,<2000,1–1.5L,1 cup,8+ hrs,"Casual (jeans, tee)",None,Low (background),Afternoon,No,No clue,None,
2025-04-05,user_085,53,8,1,1,Drained,,4.2,No,<2000,1–1.5L,None,8+ hrs,"Comfy (PJs, oversized)","Western classical, K-pop / J-pop",Loud,Afternoon,No,No clue,None,
2025-04-06,user_085,53,5,9,4,Drained,,11.1,Kind of,<2000,2.5L+,1 cup,2–5 hrs,"Comfy (PJs, oversized)",None,Loud,Morning,No,No clue,None,
2025-04-07,user_085,53,8,8,2,Drained,,5.2,Yes,2000–5000,1.5–2.5L,2 cups,8+ hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,
2025-04-08,user_085,53,2,5,9,Mild tiredness,,7.5,No,2000–5000,1.5–2.5L,1 cup,5–8 hrs,"Casual (jeans, tee)",None,Low (background),Afternoon,No,No clue,None,
2025-04-09,user_085,53,2,5,4,Full-on burnout,,7.6,Yes,<2000,1.5–2.5L,3+ cups,2–5 hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-04-10,user_085,53,1,9,9,Drained,,10.7,No,<2000,2.5L+,1 cup,8+ hrs,Formal (workwear),None,Medium,Morning,No,No clue,None,
2025-04-11,user_085,53,9,8,8,Full-on burnout,,5.0,Kind of,8000+,2.5L+,2 cups,8+ hrs,Formal (workwear),None,Medium,Night,No,No clue,None,
2025-04-12,user_085,53,2,3,5,Drained,,9.0,No,2000–5000,2.5L+,2 cups,<2 hrs,Formal (workwear),None,Loud,Morning,No,No clue,None,
2025-04-13,user_085,53,8,9,9,Full-on burnout,A bit tired.,9.9,Kind of,2000–5000,1.5–2.5L,1 cup,5–8 hrs,"Casual (jeans, tee)","Sad Pop, EDM",Loud,Afternoon,No,No clue,None,
2025-04-14,user_085,53,4,10,6,Not at all,,3.8,No,<2000,1–1.5L,3+ cups,5–8 hrs,Athletic/Activewear,Rock,Low (background),Morning,No,No clue,None,
2025-04-15,user_085,53,8,8,5,Mild tiredness,,6.3,No,8000+,1.5–2.5L,None,8+ hrs,"Comfy (PJs, oversized)",None,Medium,Afternoon,No,No clue,None,
2025-04-16,user_085,53,6,4,7,Full-on burnout,,6.8,Yes,<2000,1.5–2.5L,2 cups,<2 hrs,"Comfy (PJs, oversized)",None,Medium,Morning,No,No clue,None,
2025-04-17,user_085,53,7,2,3,Full-on burnout,,2.5,No,5000–8000,1–1.5L,3+ cups,5–8 hrs,"Comfy (PJs, oversized)","Bollywood, Western classical",Loud,Afternoon,No,No clue,None,
2025-04-18,user_085,53,10,10,3,Not at all,A bit tired.,1.5,No,<2000,<1L,1 cup,<2 hrs,"Casual (jeans, tee)",None,Medium,Night,No,No clue,None,
2025-04-19,user_085,53,3,4,10,Drained,,2.4,Yes,5000–8000,<1L,None,8+ hrs,"Comfy (PJs, oversized)",Lofi,Low (background),Morning,No,No clue,None,
2025-04-20,user_085,53,7,3,6,Drained,,6.8,Yes,5000–8000,2.5L+,2 cups,2–5 hrs,Athletic/Activewear,None,Medium,Morning,No,No clue,None,
2025-04-21,user_085,53,9,1,8,Drained,,8.2,No,5000–8000,1–1.5L,3+ cups,<2 hrs,"Casual (jeans, tee)","Sad Pop, Happy Vibey pop",Medium,Morning,No,No clue,None,
2025-04-22,user_085,53,6,3,3,Mild tiredness,,11.9,Yes,2000–5000,1.5–2.5L,2 cups,2–5 hrs,Athletic/Activewear,None,Medium,Morning,No,No clue,None,
2025-04-23,user_085,53,8,7,5,Mild tiredness,Feeling well today.,2.0,Yes,<2000,<1L,2 cups,8+ hrs,Athletic/Activewear,"K-pop / J-pop, Bollywood",Low (background),Night,No,No clue,None,
2025-04-24,user_085,53,5,5,10,Not at all,Feeling well today.,1.1,Yes,5000–8000,2.5L+,1 cup,8+ hrs,Athletic/Activewear,"Dance music, Sad Pop",Loud,Afternoon,No,No clue,None,
2025-04-25,user_085,53,5,8,7,Full-on burnout,,7.1,Yes,8000+,<1L,1 cup,2–5 hrs,Formal (workwear),"Bollywood, EDM",Low (background),Morning,No,No clue,None,
2025-04-26,user_085,53,7,4,4,Mild tiredness,,6.5,No,<2000,2.5L+,1 cup,8+ hrs,Formal (workwear),None,Medium,Night,No,No clue,None,
2025-04-27,user_085,53,10,4,5,Full-on burnout,Feeling well today.,11.1,Yes,<2000,2.5L+,3+ cups,8+ hrs,"Casual (jeans, tee)","Rock, EDM",Loud,Night,No,No clue,None,
2025-04-28,user_085,53,5,7,8,Not at all,,11.2,Yes,8000+,<1L,None,5–8 hrs,"Casual (jeans, tee)",None,Medium,Morning,No,No clue,None,
2025-04-29,user_085,53,9,4,6,Mild tiredness,,3.2,Kind of,5000–8000,1.5–2.5L,2 cups,5–8 hrs,"Comfy (PJs, oversized)",Sad Pop,Low (background),Morning,No,No clue,None,
2025-04-30,user_085,53,2,9,2,Full-on burnout,,9.4,No,<2000,1.5–2.5L,1 cup,8+ hrs,"Comfy (PJs, oversized)",None,Medium,Morning,No,No clue,None,
2025-05-01,user_085,53,5,10,1,Mild tiredness,,8.5,Yes,<2000,<1L,1 cup,2–5 hrs,"Casual (jeans, tee)",Dance music,Loud,Night,No,No clue,None,
2025-05-02,user_085,53,1,2,3,Not at all,,1.3,Yes,8000+,1.5–2.5L,3+ cups,8+ hrs,Formal (workwear),Happy Vibey pop,Low (background),Morning,No,No clue,None,
2025-05-03,user_085,53,7,4,3,Mild tiredness,Feeling well today.,2.8,Yes,5000–8000,1.5–2.5L,1 cup,8+ hrs,"Casual (jeans, tee)","Carnatic, Sad Pop",Loud,Morning,No,No clue,None,
2025-05-04,user_085,53,9,2,9,Not at all,,0.8,Kind of,8000+,2.5L+,None,8+ hrs,Athletic/Activewear,"Happy Vibey pop, Lofi",Low (background),Afternoon,No,No clue,None,Travelled for work
2025-05-05,user_085,53,2,3,7,Not at all,,3.4,No,8000+,2.5L+,1 cup,2–5 hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-05-06,user_085,53,3,9,5,Mild tiredness,,5.9,Yes,5000–8000,<1L,1 cup,5–8 hrs,Athletic/Activewear,Sad Pop,Medium,Night,No,No clue,None,
2025-05-07,user_085,53,6,9,5,Mild tiredness,,2.3,Yes,8000+,1–1.5L,2 cups,8+ hrs,Athletic/Activewear,Rock,Low (background),Night,No,No clue,None,
2025-05-08,user_085,53,9,5,9,Not at all,Relaxed evening.,9.5,Yes,5000–8000,1.5–2.5L,None,2–5 hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,
2025-05-09,user_085,53,6,6,6,Not at all,,2.6,Kind of,2000–5000,1–1.5L,1 cup,8+ hrs,"Comfy (PJs, oversized)","Carnatic, Lofi",Loud,Night,No,No clue,None,
2025-05-10,user_085,53,5,4,10,Drained,,12.0,Kind of,<2000,<1L,2 cups,5–8 hrs,Formal (workwear),"Carnatic, K-pop / J-pop",Loud,Afternoon,No,No clue,None,
2025-05-11,user_085,53,2,8,2,Not at all,,11.6,Yes,8000+,1.5–2.5L,1 cup,<2 hrs,"Casual (jeans, tee)",Western classical,Loud,Morning,No,No clue,None,
2025-05-12,user_085,53,1,4,10,Drained,A bit tired.,0.9,Yes,8000+,2.5L+,2 cups,5–8 hrs,"Casual (jeans, tee)",None,Medium,Afternoon,No,No clue,None,Attended a social event
2025-05-13,user_085,53,7,2,3,Drained,Relaxed evening.,10.7,Kind of,<2000,1–1.5L,1 cup,5–8 hrs,Athletic/Activewear,None,Medium,Morning,No,No clue,None,
2025-05-14,user_085,53,5,9,2,Full-on burnout,Feeling well today.,6.3,Kind of,8000+,1–1.5L,1 cup,2–5 hrs,"Comfy (PJs, oversized)",EDM,Low (background),Night,No,No clue,None,
2025-05-15,user_085,53,3,7,1,Full-on burnout,,7.5,Kind of,<2000,1–1.5L,None,5–8 hrs,Athletic/Activewear,K-pop / J-pop,Loud,Morning,No,No clue,None,
2025-05-16,user_085,53,10,5,5,Drained,,0.5,Yes,<2000,1–1.5L,2 cups,5–8 hrs,"Casual (jeans, tee)",Rock,Loud,Morning,No,No clue,None,
2025-05-17,user_085,53,2,8,10,Not at all,A bit tired.,11.2,Kind of,8000+,1.5–2.5L,None,2–5 hrs,Formal (workwear),None,Low (background),Afternoon,No,No clue,None,
2025-05-18,user_085,53,3,6,6,Drained,Feeling well today.,0.1,No,8000+,1.5–2.5L,3+ cups,5–8 hrs,Formal (workwear),None,Medium,Afternoon,No,No clue,None,
2025-05-19,user_085,53,4,5,6,Drained,Feeling well today.,8.2,No,8000+,<1L,None,2–5 hrs,Athletic/Activewear,"Carnatic, K-pop / J-pop",Low (background),Afternoon,No,No clue,None,
2025-05-20,user_085,53,10,9,7,Mild tiredness,Relaxed evening.,0.6,Kind of,8000+,1.5–2.5L,2 cups,<2 hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,
2025-05-21,user_085,53,3,10,9,Drained,,3.2,Yes,<2000,<1L,3+ cups,5–8 hrs,Formal (workwear),Other,Low (background),Afternoon,No,No clue,None,
2025-05-22,user_085,53,8,10,8,Not at all,,2.5,Yes,2000–5000,1–1.5L,2 cups,2–5 hrs,"Casual (jeans, tee)","Dance music, K-pop / J-pop",Loud,Morning,No,No clue,None,
2025-05-23,user_085,53,5,10,8,Drained,,8.6,No,8000+,1–1.5L,2 cups,8+ hrs,Formal (workwear),"Lofi, Sad Pop",Loud,Night,No,No clue,None,
2025-05-24,user_085,53,3,3,8,Not at all,,1.7,No,2000–5000,<1L,1 cup,2–5 hrs,Athletic/Activewear,None,Medium,Morning,No,No clue,None,
2025-05-25,user_085,53,3,6,6,Not at all,,10.4,No,5000–8000,1.5–2.5L,3+ cups,<2 hrs,"Casual (jeans, tee)",None,Low (background),Night,No,No clue,None,
2025-05-26,user_085,53,4,1,9,Mild tiredness,,11.3,Yes,<2000,2.5L+,1 cup,5–8 hrs,"Comfy (PJs, oversized)",Bollywood,Medium,Afternoon,No,No clue,None,
2025-05-27,user_085,53,3,1,3,Full-on burnout,,7.5,No,8000+,2.5L+,None,5–8 hrs,Formal (workwear),"Rock, Carnatic",Low (background),Morning,No,No clue,None,
2025-05-28,user_085,53,5,3,2,Drained,,1.0,Yes,<2000,<1L,None,2–5 hrs,"Comfy (PJs, oversized)",Rock,Loud,Night,No,No clue,None,
2025-05-29,user_085,53,3,1,6,Full-on burnout,,2.3,Yes,8000+,<1L,2 cups,5–8 hrs,Formal (workwear),"Carnatic, Dance music",Loud,Night,No,No clue,None,
2025-05-30,user_085,53,4,1,7,Mild tiredness,Relaxed evening.,3.9,No,5000–8000,1–1.5L,2 cups,2–5 hrs,"Comfy (PJs, oversized)","EDM, Bollywood",Loud,Night,No,No clue,None,Travelled for work
2025-05-31,user_085,53,6,8,5,Not at all,Productive day at work.,9.6,Kind of,5000–8000,1.5–2.5L,None,5–8 hrs,"Casual (jeans, tee)",None,Loud,Night,No,No clue,None,
2025-06-01,user_085,53,10,1,1,Mild tiredness,,3.1,Yes,2000–5000,1.5–2.5L,1 cup,8+ hrs,"Comfy (PJs, oversized)",None,Low (background),Night,No,No clue,None,
2025-06-02,user_085,53,2,10,1,Mild tiredness,,6.9,No,8000+,1–1.5L,None,<2 hrs,Athletic/Activewear,"Sad Pop, Bollywood",Medium,Afternoon,No,No clue,None,
2025-06-03,user_085,53,1,4,1,Mild tiredness,,1.6,No,2000–5000,2.5L+,1 cup,2–5 hrs,"Comfy (PJs, oversized)",None,Low (background),Night,No,No clue,None,
2025-06-04,user_085,53,8,9,2,Not at all,A bit tired.,1.8,Kind of,8000+,1.5–2.5L,None,2–5 hrs,Formal (workwear),Dance music,Loud,Night,No,No clue,None,
2025-06-05,user_085,53,5,2,8,Drained,Feeling well today.,9.9,No,8000+,2.5L+,None,5–8 hrs,Athletic/Activewear,"Bollywood, Sad Pop",Medium,Afternoon,No,No clue,None,
2025-06-06,user_085,53,2,2,6,Full-on burnout,,9.3,Yes,<2000,1–1.5L,2 cups,2–5 hrs,"Casual (jeans, tee)","Bollywood, K-pop / J-pop",Loud,Night,No,No clue,None,Felt sick
2025-06-07,user_085,53,8,5,8,Full-on burnout,,1.8,No,5000–8000,1–1.5L,3+ cups,2–5 hrs,"Casual (jeans, tee)",K-pop / J-pop,Loud,Morning,No,No clue,None,
2025-06-08,user_085,53,5,5,2,Drained,,8.7,Kind of,2000–5000,1.5–2.5L,3+ cups,<2 hrs,Formal (workwear),"Sad Pop, K-pop / J-pop",Medium,Morning,No,No clue,None,
2025-06-09,user_085,53,7,7,10,Full-on burnout,,11.3,Kind of,8000+,2.5L+,None,8+ hrs,"Casual (jeans, tee)",None,Medium,Morning,No,No clue,None,
2025-06-10,user_085,53,6,4,9,Full-on burnout,,5.3,No,2000–5000,2.5L+,None,8+ hrs,Athletic/Activewear,Happy Vibey pop,Loud,Morning,No,No clue,None,
2025-06-11,user_085,53,6,3,5,Drained,,1.4,No,2000–5000,1.5–2.5L,3+ cups,<2 hrs,"Casual (jeans, tee)","Rock, Western classical",Medium,Morning,No,No clue,None,
2025-06-12,user_085,53,1,6,6,Full-on burnout,,11.4,Kind of,<2000,<1L,None,<2 hrs,Athletic/Activewear,"Other, Carnatic",Medium,Night,No,No clue,None,
2025-06-13,user_085,53,8,1,5,Drained,,2.7,Yes,<2000,<1L,2 cups,5–8 hrs,"Casual (jeans, tee)",K-pop / J-pop,Medium,Night,No,No clue,None,Felt sick
2025-03-16,user_086,51,5,4,4,Drained,,5.4,Yes,2000–5000,2.5L+,None,8+ hrs,"Casual (jeans, tee)",K-pop / J-pop,Low (background),Night,No,No clue,None,
2025-03-17,user_086,51,4,3,8,Not at all,,3.0,No,2000–5000,1–1.5L,1 cup,<2 hrs,Athletic/Activewear,"EDM, Rock",Low (background),Night,No,No clue,None,
2025-03-18,user_086,51,1,3,4,Drained,,1.6,Yes,<2000,1.5–2.5L,3+ cups,8+ hrs,"Comfy (PJs, oversized)",None,Medium,Night,No,No clue,None,
2025-03-19,user_086,51,1,4,1,Mild tiredness,,10.5,Yes,<2000,1.5–2.5L,2 cups,2–5 hrs,Formal (workwear),"Happy Vibey pop, Western classical",Low (background),Afternoon,No,No clue,None,
2025-03-20,user_086,51,3,5,2,Drained,,10.0,Kind of,<2000,2.5L+,1 cup,<2 hrs,Formal (workwear),Carnatic,Loud,Afternoon,No,No clue,None,
2025-03-21,user_086,51,9,6,9,Not at all,,7.9,Yes,5000–8000,2.5L+,1 cup,<2 hrs,Formal (workwear),Bollywood,Medium,Afternoon,No,No clue,None,
2025-03-22,user_086,51,5,3,8,Full-on burnout,,8.6,Yes,<2000,1–1.5L,1 cup,2–5 hrs,"Comfy (PJs, oversized)",Lofi,Medium,Morning,No,No clue,None,Started new hobby
2025-03-23,user_086,51,4,7,9,Mild tiredness,,0.1,No,<2000,1–1.5L,2 cups,2–5 hrs,"Casual (jeans, tee)",Sad Pop,Loud,Night,No,No clue,None,
2025-03-24,user_086,51,8,3,8,Not at all,,10.8,Yes,8000+,1–1.5L,2 cups,5–8 hrs,Athletic/Activewear,None,Medium,Afternoon,No,No clue,None,
2025-03-25,user_086,51,3,10,6,Mild tiredness,,3.8,Yes,5000–8000,2.5L+,3+ cups,<2 hrs,Formal (workwear),"Other, Western classical",Low (background),Afternoon,No,No clue,None,
2025-03-26,user_086,51,1,1,4,Not at all,,4.0,No,<2000,1–1.5L,None,2–5 hrs,"Comfy (PJs, oversized)","Western classical, Bollywood",Loud,Morning,No,No clue,None,
2025-03-27,user_086,51,8,2,9,Full-on burnout,Relaxed evening.,3.7,No,<2000,2.5L+,2 cups,2–5 hrs,"Comfy (PJs, oversized)","Dance music, Lofi",Loud,Morning,No,No clue,None,
2025-03-28,user_086,51,8,6,8,Mild tiredness,,6.6,Yes,8000+,<1L,2 cups,<2 hrs,"Casual (jeans, tee)","Bollywood, Happy Vibey pop",Low (background),Morning,No,No clue,None,
2025-03-29,user_086,51,10,8,8,Mild tiredness,,7.8,No,<2000,2.5L+,None,8+ hrs,Formal (workwear),EDM,Loud,Morning,No,No clue,None,
2025-03-30,user_086,51,7,2,5,Full-on burnout,Feeling well today.,5.7,No,<2000,2.5L+,None,8+ hrs,Formal (workwear),None,Loud,Night,No,No clue,None,
2025-03-31,user_086,51,10,9,10,Drained,,9.1,Kind of,<2000,1–1.5L,None,8+ hrs,"Casual (jeans, tee)",None,Medium,Night,No,No clue,None,
2025-04-01,user_086,51,10,6,9,Full-on burnout,Relaxed evening.,11.5,Yes,8000+,1–1.5L,3+ cups,2–5 hrs,"Casual (jeans, tee)","Carnatic, K-pop / J-pop",Low (background),Afternoon,No,No clue,None,
2025-04-02,user_086,51,5,5,6,Not at all,,0.7,No,8000+,1.5–2.5L,3+ cups,8+ hrs,Formal (workwear),Rock,Low (background),Night,No,No clue,None,
2025-04-03,user_086,51,4,10,7,Drained,,7.7,No,8000+,1.5–2.5L,2 cups,8+ hrs,Formal (workwear),"EDM, Bollywood",Medium,Morning,No,No clue,None,
2025-04-04,user_086,51,7,8,10,Mild tiredness,,9.0,No,2000–5000,1.5–2.5L,None,2–5 hrs,"Casual (jeans, tee)",None,Low (background),Night,No,No clue,None,
2025-04-05,user_086,51,3,8,1,Not at all,Relaxed evening.,3.1,No,5000–8000,2.5L+,1 cup,8+ hrs,"Casual (jeans, tee)","K-pop / J-pop, Happy Vibey pop",Medium,Night,No,No clue,None,
2025-04-06,user_086,51,7,6,10,Full-on burnout,A bit tired.,0.9,Yes,5000–8000,2.5L+,2 cups,<2 hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,
2025-04-07,user_086,51,10,3,10,Full-on burnout,,2.9,Kind of,8000+,1–1.5L,2 cups,2–5 hrs,"Comfy (PJs, oversized)",Sad Pop,Medium,Night,No,No clue,None,
2025-04-08,user_086,51,1,3,9,Drained,Feeling well today.,8.0,Kind of,2000–5000,1.5–2.5L,2 cups,5–8 hrs,"Comfy (PJs, oversized)",Happy Vibey pop,Medium,Morning,No,No clue,None,
2025-04-09,user_086,51,4,6,10,Drained,,0.4,Kind of,8000+,1.5–2.5L,1 cup,5–8 hrs,Formal (workwear),None,Low (background),Morning,No,No clue,None,
2025-04-10,user_086,51,4,5,5,Not at all,,7.3,Kind of,2000–5000,1–1.5L,None,2–5 hrs,"Comfy (PJs, oversized)",Happy Vibey pop,Medium,Afternoon,No,No clue,None,
2025-04-11,user_086,51,9,7,2,Mild tiredness,,10.4,Kind of,5000–8000,1.5–2.5L,None,5–8 hrs,"Comfy (PJs, oversized)","Happy Vibey pop, Bollywood",Loud,Night,No,No clue,None,
2025-04-12,user_086,51,8,3,3,Not at all,,9.7,Yes,8000+,1.5–2.5L,1 cup,8+ hrs,"Casual (jeans, tee)",None,Loud,Morning,No,No clue,None,None
2025-04-13,user_086,51,6,1,10,Drained,,5.0,Kind of,2000–5000,2.5L+,1 cup,8+ hrs,"Comfy (PJs, oversized)",Bollywood,Medium,Morning,No,No clue,None,
2025-04-14,user_086,51,10,2,6,Mild tiredness,,2.9,No,8000+,2.5L+,1 cup,8+ hrs,"Comfy (PJs, oversized)",Other,Low (background),Afternoon,No,No clue,None,
2025-04-15,user_086,51,6,5,6,Drained,A bit tired.,10.9,No,<2000,<1L,3+ cups,2–5 hrs,"Casual (jeans, tee)","K-pop / J-pop, Bollywood",Low (background),Afternoon,No,No clue,None,
2025-04-16,user_086,51,4,2,2,Mild tiredness,,3.7,Yes,<2000,1.5–2.5L,2 cups,<2 hrs,"Comfy (PJs, oversized)",Dance music,Low (background),Night,No,No clue,None,
2025-04-17,user_086,51,1,10,8,Full-on burnout,,10.4,Kind of,2000–5000,2.5L+,1 cup,<2 hrs,Formal (workwear),"Other, Rock",Low (background),Night,No,No clue,None,
2025-04-18,user_086,51,6,7,4,Full-on burnout,,9.7,Yes,<2000,1.5–2.5L,None,<2 hrs,Athletic/Activewear,"K-pop / J-pop, Western classical",Low (background),Afternoon,No,No clue,None,
2025-04-19,user_086,51,6,8,3,Mild tiredness,,6.1,Yes,5000–8000,2.5L+,1 cup,2–5 hrs,"Comfy (PJs, oversized)","Western classical, Bollywood",Loud,Night,No,No clue,None,
2025-04-20,user_086,51,8,7,7,Not at all,,9.2,Yes,5000–8000,1.5–2.5L,1 cup,2–5 hrs,"Casual (jeans, tee)","Rock, Dance music",Loud,Morning,No,No clue,None,
2025-04-21,user_086,51,1,1,6,Full-on burnout,,11.0,Yes,2000–5000,1–1.5L,1 cup,5–8 hrs,Athletic/Activewear,None,Loud,Afternoon,No,No clue,None,
2025-04-22,user_086,51,3,1,9,Drained,,0.9,No,<2000,<1L,1 cup,<2 hrs,"Comfy (PJs, oversized)",None,Low (background),Afternoon,No,No clue,None,
2025-04-23,user_086,51,3,6,5,Drained,Feeling well today.,0.9,Yes,2000–5000,1–1.5L,2 cups,5–8 hrs,Athletic/Activewear,Western classical,Loud,Morning,No,No clue,None,
2025-04-24,user_086,51,3,5,1,Drained,,12.0,Kind of,<2000,1–1.5L,3+ cups,8+ hrs,"Casual (jeans, tee)",None,Medium,Morning,No,No clue,None,
2025-04-25,user_086,51,10,5,7,Mild tiredness,,3.6,Yes,5000–8000,1–1.5L,None,5–8 hrs,Athletic/Activewear,K-pop / J-pop,Medium,Afternoon,No,No clue,None,
2025-04-26,user_086,51,7,2,9,Drained,,4.3,No,5000–8000,<1L,None,<2 hrs,"Comfy (PJs, oversized)","K-pop / J-pop, Sad Pop",Loud,Afternoon,No,No clue,None,Started new hobby
2025-04-27,user_086,51,10,1,3,Not at all,,6.9,No,5000–8000,2.5L+,3+ cups,5–8 hrs,Formal (workwear),None,Medium,Morning,Yes,Menstrual,"Low energy, Food craving",
2025-04-28,user_086,51,4,6,7,Drained,,0.3,No,<2000,2.5L+,None,<2 hrs,Athletic/Activewear,None,Low (background),Morning,Yes,Menstrual,None,
2025-04-29,user_086,51,10,3,9,Not at all,,6.7,Kind of,<2000,1–1.5L,None,5–8 hrs,Athletic/Activewear,None,Medium,Afternoon,Yes,Menstrual,"Low energy, Food craving",
2025-04-30,user_086,51,5,4,6,Not at all,,6.4,Yes,5000–8000,1.5–2.5L,1 cup,5–8 hrs,Athletic/Activewear,"K-pop / J-pop, Sad Pop",Loud,Night,Yes,Menstrual,Cramps,
2025-05-01,user_086,51,6,9,9,Not at all,,11.2,Kind of,2000–5000,1.5–2.5L,None,8+ hrs,"Casual (jeans, tee)","Lofi, Bollywood",Loud,Morning,Yes,Menstrual,"Low energy, Food craving",
2025-05-02,user_086,51,10,8,5,Drained,,1.3,Kind of,<2000,2.5L+,3+ cups,5–8 hrs,"Casual (jeans, tee)",None,Low (background),Night,Yes,Follicular,None,
2025-05-03,user_086,51,2,4,3,Mild tiredness,Productive day at work.,11.6,Kind of,8000+,1–1.5L,1 cup,8+ hrs,"Comfy (PJs, oversized)",Lofi,Loud,Night,Yes,Follicular,None,
2025-05-04,user_086,51,2,5,6,Mild tiredness,,1.4,Yes,8000+,1.5–2.5L,1 cup,5–8 hrs,Athletic/Activewear,"Dance music, Happy Vibey pop",Low (background),Night,No,Follicular,None,
2025-05-05,user_086,51,4,9,2,Mild tiredness,Productive day at work.,10.1,No,8000+,2.5L+,3+ cups,8+ hrs,"Casual (jeans, tee)",None,Medium,Morning,No,Follicular,None,
2025-05-06,user_086,51,4,5,7,Full-on burnout,,11.6,Kind of,2000–5000,2.5L+,None,<2 hrs,Athletic/Activewear,"Western classical, Other",Medium,Morning,No,Follicular,None,Attended a social event
2025-05-07,user_086,51,10,7,8,Mild tiredness,A bit tired.,1.7,Kind of,5000–8000,2.5L+,None,2–5 hrs,Formal (workwear),"Happy Vibey pop, Rock",Medium,Night,No,Follicular,None,
2025-05-08,user_086,51,9,2,6,Full-on burnout,Feeling well today.,0.8,Kind of,2000–5000,<1L,3+ cups,2–5 hrs,"Comfy (PJs, oversized)",Sad Pop,Loud,Morning,No,Follicular,None,
2025-05-09,user_086,51,4,8,10,Full-on burnout,,5.6,No,8000+,2.5L+,1 cup,2–5 hrs,"Casual (jeans, tee)",None,Loud,Night,Not sure,Follicular,None,
2025-05-10,user_086,51,2,7,10,Not at all,,1.6,Kind of,2000–5000,1–1.5L,3+ cups,2–5 hrs,Formal (workwear),Sad Pop,Low (background),Morning,Not sure,Follicular,None,
2025-05-11,user_086,51,6,10,5,Not at all,,7.6,Yes,2000–5000,1–1.5L,2 cups,2–5 hrs,Athletic/Activewear,None,Loud,Afternoon,No,Ovulation,None,
2025-05-12,user_086,51,3,9,5,Mild tiredness,Feeling well today.,8.2,No,8000+,1.5–2.5L,2 cups,5–8 hrs,Athletic/Activewear,Lofi,Medium,Night,Not sure,Ovulation,None,
2025-05-13,user_086,51,8,10,8,Drained,,8.3,No,8000+,1.5–2.5L,None,5–8 hrs,"Casual (jeans, tee)",None,Loud,Night,No,Luteal,Food craving,
2025-05-14,user_086,51,1,5,10,Drained,,7.7,Kind of,5000–8000,<1L,1 cup,2–5 hrs,"Casual (jeans, tee)",None,Low (background),Night,No,Luteal,None,
2025-05-15,user_086,51,10,7,5,Drained,Feeling well today.,0.8,Yes,2000–5000,1.5–2.5L,1 cup,8+ hrs,"Comfy (PJs, oversized)",None,Loud,Afternoon,No,Luteal,Food craving,Attended a social event
2025-05-16,user_086,51,8,8,1,Drained,,9.4,Yes,<2000,1–1.5L,2 cups,<2 hrs,Formal (workwear),None,Medium,Morning,No,Luteal,Food craving,
